тӏема;837
ях;830
эхь;828
аллахӏ;828
йоазонхой;825
кулгаш;824
барт;813
тоам;811
литературни;811
литература;803
цӏогӏа;802
говра;802
вож;801
бий;800
эшаш;794
ӏаьржа;794
бера;793
им;790
оагӏорахьа;789
гӏа;786
сесаг;784
дошо;784
дов;783
денал;783
кӏеззига;781
берий;778
цӏаьхха;777
могаш;771
гӏалгӏайче;770
стихотворени;769
юхь;768
дегӏа;768
ког;763
даьккха;762
Муса;761
тамаш;759
дир;755
нахаца;755
лоам;755
хи;755
яле;754
езаш;753
дикка;750
цхьанне;749
кхера;749
йоккхача;748
ай;747
юкъа;744
декхар;741
воккхача;735
романа;733
хоам;732
хийла;731
лу;729
малагӏа;725
ишта;723
йиӏиг;722
къахьегаш;722
оамал;722
кхоачаш;718
бутт;718
бокъонца;716
даькъе;715
лелаш;714
воша;711
новкъостал;711
ӏазап;703
шиъ;703
йоахар;702
стихотворене;701
кӏезига;698
даьлера;697
духьал;696
йист;691
хулар;691
язъяь;691
къа;690
везаш;687
йоагӏа;686
оалар;686
далла;684
Илез;683
безаш;682
даьша;680
даима;678
книжка;677
лоархӏаш;677
массехк;673
хало;673
хаттар;672
оаз;670
кхоачам;669
цӏен;669
кхоана;668
адам;668
кхаччалца;667
говраш;667
малав;664
говзал;662
гонахьа;661
хьожаш;660
мехкарий;659
деча;658
бӏарга;658
даьлча;656
хой;654
хьамсара;654
къона;652
техар;651
цунах;650
хьалхарча;645
мехках;644
сох;644
доахаш;638
кӏал;638
йисте;636
лела;636
пайхамара;636
шуга;635
баьнна;634
кӏаьнка;634
да-кх;632
паччахьа;630
илли;628
дича;627
вода;627
дегӏ;626
язду;626
сийрда;625
зӏамигача;624
Ахьмада;623
лакхе;621
кагий;621
венна;620
нахах;620
из-м;620
со-м;620
хьох;617
дагахьа;615
даьй;615
вала;614
сагота;614
тӏем;614
кхача;613
йоазонхочо;612
кийча;611
цхьаькха;610
гу;606
ламаз;604
масала;603
вокхо;601
аьннар;600
рузкъа;600
хьежа;600
йиӏий;598
дувцараш;597
даьча;596
матенаькъан;595
го;594
поэт;593
ла;591
дезар;590
шортта;590
яьнна;589
юххера;587
моттигаш;585
кӏай;583
топ;580
керта;579
цигга;579
делар;578
Россе;578
маьре;577
хургба;576
ухаш;576
зе;575
хургья;574
дарба;573
кхел;572
гӏерт;572
дийцар;571
сона-м;570
лазар;569
лоаман;568
бӏаь;565
къонахий;564
цхьаь;563
укхо;563
эттар;563
цигара;562
леладу;562
сердало;561
массане;560
кара;555
аргда;554
лел;552
ловш;551
боча;551
айса;550
яьй;550
кӏоарга;550
шийца;549
хӏаман;547
вена;547
гойташ;546
зама;545
бале;545
юкъ;544
тхоай;543
кхаь;541
акхар;541
дикача;540
дукхача;538
хилац;538
хьоца;536
юрт;536
кхоллам;535
амма;535
оаша;533
дехар;533
Ахьмад;533
еррига;532
сенна;532
дийша;531
хьаьший;530
нийсса;530
тоха;529
эздел;527
масса;525
даьр;524
хетт;524
балхаш;524
даггара;523
шийла;522
этта;522
кер;521
яьлча;521
енна;517
даьлар;516
лаьрххӏа;515
кхетам;514
мала;514
бацар;514
яздаь;512
бахача;508
моаршал;508
хаттараш;506
лоамаш;506
долга;505
дерригача;504
шийх;504
кхеташ;504
бесса;503
вахача;503
кагийча;503
кӏаьда;500
цхьатарра;499
эца;498
итт;497
маьлха;495
кхалнах;494
воай;494
чехка;493
хозача;492
гӏалгӏаша;492
водаш;491
вагӏа;490
чӏоагӏагӏа;489
тхьовра;489
чулоацам;489
Лейла;489
тӏеххьара;488
оамалаш;488
воал;487
волга;486
даа;486
салам-моаршал;485
шоллагӏча;485
новкъост;482
дайна;481
цӏераш;481
бувцаш;481
кхаьчача;476
ӏалама;476
воти;476
хайна;475
мухьаммад;475
йоӏа;474
ах;473
даьна;471
дуккхача;471
цӏай;469
кхерам;468
даккха;467
кхийтта;465
вайга;465
воагӏа;462
дешара;461
кхоллама;461
айя;461
кхалсага;460
хургва;460
боаккхаш;460
школе;460
безаме;459
турпалхо;459
эцаш;458
шорттига;458
соца;457
Салман;457
сигала;455
улл;455
кӏира;455
произведенеш;455
наггахьа;453
Мухтар;453
сабар;451
йода;451
тӏехьашка;450
нани;449
шоллагӏа;449
ваь;448
кӏала;448
таржам;448
гарга;447
боккхача;447
когаш;446
дита;445
баьб;444
поэтически;444
сатем;444
бӏаьсти;444
къовсам;443
нагахь;443
заман;442
беррига;441
моастагӏа;441
даькъала;440
цӏагӏара;439
хӏамах;437
хьехам;436
доагӏаш;435
дора;435
гӏала;435
вӏаши;434
баьккха;433
нийслу;433
Идрис;432
роман;432
берд;432
дай;431
бехке;431
массанена;431
ӏалам;430
наб;430
лерттӏа;429
лай;428
тайп-тайпара;428
даьхен;427
яккха;425
хьисапе;425
хӏаманна;424
дешар;423
деце;423
етт;423
газета;423
боагӏа;422
доахан;421
тайпан;421
мерза;421
бакъ;420
мичара;420
хиннадац;419
бараш;419
ӏаьдал;419
дезала;418
ӏайха;418
вежарий;418
лоа;418
яьккхар;418
ваьлча;417
деха;417
уллув;417
ювцаш;417
лоархӏам;417
новкъостий;416
ӏаьдала;416
га;415
вахаре;415
деношка;414
дегаш;414
йоал;413
хьекха;413
доаккхаш;411
къахетам;410
йоаккхаш;409
ворда;409
каст-каста;408
харц;407
беркат;406
гӏайгӏа;405
боккхийча;405
Маржан;405
мехкара;404
сагага;402
лоархӏаме;402
диллача;401
дизза;400
лаьттан;400
вагӏар;400
юртара;399
къиза;399
вахаш;398
зулам;397
хургдар;397
тӏагӏолла;396
юххе;396
лома;396
хьалхагӏа;394
валар;394
оагӏув;394
уллача;394
цхьаннахьа;394
харцахьа;393
баккха;393
майра;393
Мальсагов;393
хургдац;392
ниӏ;392
етташ;391
буро;391
къамах;390
эзар;390
каьхат;390
лом;390
ворхӏ;389
берда;389
кӏантий;389
юккъе;388
вӏаший;387
лоацаш;387
волавелар;387
турпалхой;387
бир;386
боккхий;386
бегаш;386
пьеса;385
кепатеха;384
эттача;383
догӏа;383
массанахьа;383
къахьега;382
фуннагӏа;381
говза;381
кердача;380
ягӏа;380
тхога;379
кий;379
бахар;377
мег;377
мукъа;377
Чахкиев;377
мух;376
хилара;375
сийна;375
жа;374
мухь;374
марха;374
кхыметтел;373
гаргара;373
сесага;372
уллаш;372
амат;372
нанна;371
тарлу;371
яла;371
хьаьнала;371
хьаьша;371
боккъал;371
вожаш;370
детташ;370
ена;370
хетаяь;370
тӏарча;369
воагӏаш;368
мугӏараш;367
къонгаш;365
йоазонхо;365
ӏеш;365
цӏе;365
хинналга;364
дув;364
кераста;363
тамашийна;363
кхаьча;363
вагӏаш;363
йоӏо;362
паччахьалкхен;361
пайхамар;361
хоастам;360
шоашка;360
йӏовхал;360
тема;360
Цагена;360
лирически;359
берригаш;358
тешал;357
эздий;357
дергдац;357
гӏалгӏашта;357
кура;357
малагӏча;356
уллар;356
керастал;355
лаха;354
герз;354
ка;353
моастагӏий;353
эш;353
деннад;352
сихха;352
хозал;352
дувцара;352
баьхка;351
тешаш;351
тохаш;350
хеза;350
дер;349
иллеш;349
хьежача;347
вӏашагӏкхетар;347
гӏалгӏа;347
таханарча;347
тийша;346
виӏий;346
тӏехьарча;346
лора;346
сом;346
водар;345
воча;345
поэзи;345
кӏалхара;344
доалаш;344
базар;344
тоъал;344
ӏаьдало;344
Марем;344
шаьра;343
Наьсаре;343
наӏарга;342
воӏа;342
цӏенош;342
сахьате;342
машен;342
ваьлар;341
доаца;340
оттадаь;340
сахьат;340
дикадар;339
чов;339
гой;338
баьха;338
вӏаштӏехьа;338
яьлар;338
бахаш;337
ханна;336
хам;335
цӏихеза;335
нохч-гӏалгӏай;335
хьан;334
совгӏат;334
аьла;333
воалаш;333
миска;333
ӏаляйхӏи-ссалям;333
пӏелг;332
маца;332
сигале;332
ле;331
бӏеха;331
хаьттад;330
кхелла;330
оарц;330
дахьаш;330
моалой;330
машар;329
дада;329
доттагӏа;328
леладер;328
ча;328
Гирихана;328
хӏай;327
йоагӏаш;327
ховргда;327
баьлар;327
букъ;327
моллагӏча;326
даьннад;326
я-кх;326
хьажал;326
ӏалаьмате;325
бекхам;324
шераш;324
духхьал;324
дади;324
седкъий;324
Саӏида;324
йиша;323
маьл;323
яхачох;323
наькъаш;323
йистхилар;323
Идриса;323
ловца;323
мар;322
ладувгӏаш;322
йоазонхочун;322
чӏоагӏо;321
дӏаала;321
миссел;320
хӏаране;320
тӏехь;320
дӏатӏа;319
арахьа;319
хьехархо;319
ийрча;318
тӏехье;318
дена;318
къонача;318
ховр;318
кхета;317
йолга;317
бос;316
даьха;316
вахарах;316
юртарча;314
ӏуйре;314
тешам;314
йита;314
бувца;314
сиргӏилг;314
загат;313
хозагӏа;313
кхаьчар;313
тохкаш;313
ханнахьа;313
къахетаме;312
денош;312
коара;312
эшар;312
хабар;311
ялат;311
шаккхе;311
язде;311
багӏа;311
тешаме;310
сибарегӏа;310
ва-кх;309
массе;309
нускал;309
сурташ;309
повеста;309
бус;308
кастта;308
бӏарчча;308
балхах;308
хозаш;307
шинне;307
дой;307
къамаьлаш;307
яьхад;307
гӏоза;307
баьча;306
тайп-тайпарча;306
хьашт;306
дийца;306
пхи;306
дехьа;306
вайх;306
веший;305
укхун;305
хьунагӏа;305
къаьна;305
теркам;305
лов;305
башха;305
селла;305
боарам;304
ловза;304
лор;304
бувзам;304
чай;304
довзаш;303
безама;303
ӏилма;302
Наси;302
долда;301
зӏамсаг;301
истий;301
байна;301
яхь;301
хаьттача;300
вела;300
аттагӏа;300
Хьасана;300
хетаргахьа;300
кӏант;299
цунгара;298
бергба;298
хайча;298
тата;298
зоахалол;298
лоацца;298
дехаш;297
аз-м;297
гешт;296
пхьегӏа;296
Озиев;296
чухь;295
Салмана;295
ӏилман;295
дийшача;295
мутӏахьа;294
дуаш;294
адамий;293
боккъала;293
юкъара;292
сенах;292
лаьттача;292
дӏахьош;291
ахка;291
топаш;291
советски;291
воашта;290
цӏенача;290
байташ;290
гора;290
амар;288
дуӏа;288
кога;288
венав;288
боаца;287
гаргарча;287
шозза;287
бӏара;287
йир;286
доаллаш;286
лакхача;286
безамах;285
баьлча;285
доккхача;285
доагӏар;285
ловзар;285
цкъаза;285
йоазув;284
поэма;284
истола;284
беша;284
аьтта;283
отт;283
деций;283
хиларца;282
ерригача;282
адама;282
ловзаш;282
хьежар;282
культура;282
беркате;281
аьннача;281
йоаца;281
ве;281
леладеш;281
хиннавац;280
кхычахьа;280
тхьамада;280
волле;280
селлара;279
эсала;279
сагах;278
дахар;278
ладувгӏа;278
хьехар;277
йоаллаш;277
езар;276
шуца;276
бераша;276
школа;276
ювца;275
хетадаь;275
яхилга;275
хьаде;274
гӏертар;274
мотташ;274
дего;274
хета;274
дагӏа;273
тӏех;273
ткъаь;273
лаьрхӏар;273
унзара;273
дешашца;273
кхетаду;273
хьатӏа;272
дулх;272
бӏу;272
ӏийса;272
тур;272
товш;272
повесть;272
белгало;271
чакх;271
тийшаболх;271
цхьабараш;270
йоазош;270
тесса;270
бӏаргех;270
мичад;270
лаца;270
цамогаш;269
цхьаннена;269
дезац;269
литературе;269
Хамхоев;269
чухьа;268
хургдолаш;268
гаьнаш;268
лаьттах;268
гӏалаш;268
хийтар;267
моттиге;267
доацача;266
зӏамагӏа;266
мархий;266
кхоачашде;266
йоахаш;266
Хьасан;266
пхьа;266
салам;265
аллара;265
шийгара;265
лелар;265
мичахьа;265
леладе;264
баьхача;264
еча;264
республика;264
боацача;263
йодача;263
цкъарчоа;263
йоазонаш;263
везар;262
мегаргда;262
кхаъ;262
замах;262
султан;262
теркал;261
тӏеххьа;261
зиза;261
хилийта;260
маӏача;260
тӏеххьарча;260
беча;260
улла;260
Бота;260
вийрза;259
хьекхаш;259
шура;259
ялх;258
техача;258
теш;258
хӏа;258
Тамасханова;258
духьале;257
хайра;257
бовзаш;257
кад;256
бенна;256
тӏатехар;256
сел;256
акхарна;255
лоамашка;255
гӏайгӏане;255
цхьанна;255
вайцига;255
наькъ;254
еха;254
ӏе;254
Москве;254
язъяьй;254
веце;253
къамаьла;253
тайпа;253
Гӏайгӏата;253
эза;252
хацар;252
сайре;252
йӏаьха;252
хьарам;251
урагӏа;251
лоаца;251
сердал;251
бизза;251
пандар;251
меттахьа;251
даьлах;251
массадолча;250
йоацача;250
сих;250
гуча;249
баге;249
лар;249
цӏаькха;249
бӏаргашка;249
бах;249
вах;248
вагӏача;248
доккхий;247
халкъ;247
яздаьд;247
гӏар;247
меттаца;247
миччахьа;247
тахка;247
болхаш;247
юстара;247
визза;247
ер-м;247
йодаш;246
кхыдола;246
билла;246
кхувш;246
вагона;246
ӏаббас;246
бита;245
болга;245
доацар;245
доагӏача;245
бийсан;245
мичай;245
хьакха;244
хьанна;244
ден;244
кхийна;244
дувзаденна;244
лехаш;244
белгалдир;244
меттел;244
Коазой;244
укхунна;243
дехка;243
селхан;243
яьха;243
хеталу;243
кхер;242
оагӏорахьара;242
юрташка;242
хург;242
човнаш;242
керттерча;242
михо;242
дех;241
кхалнаха;241
хаттара;241
гӏалий;241
бирса;241
етта;241
ба-кх;241
шалта;241
параз;240
дахача;240
сакхетам;240
кулгаца;240
шек;240
доаккхал;240
Гагиев;240
хьехархой;239
кхыбараш;239
каша;238
къайла;238
фуй;238
Марема;238
лакхера;237
йоагӏача;237
гӏетта;237
гӏалат;237
висар;237
йовзаш;237
даьннача;236
кхоъ;236
мархӏа;236
цӏогӏарч;236
хьехаш;235
дӏаваха;235
хетта;235
Базоркин;235
воккхагӏа;235
лархӏа;234
кица;234
Мухьмад;234
сихагӏа;234
борз;234
сецар;233
шух;233
диц;232
тоаба;232
дӏаьха;232
шинна;232
жӏали;232
мехкарча;231
ваьв;231
кхалнаьха;231
салаӏа;231
кеп;231
тох;230
таро;230
хиланзар;230
лораде;229
ведда;229
къамий;229
хьо-м;229
еце;228
диъ;228
дувцаргда;228
халла;228
даар;228
боахам;228
сина;228
доттагӏал;228
эзди;228
Ибрахӏим;227
дӏадала;227
книжкаш;227
тӏемхой;227
султана;227
хьамзата;227
хиннаяц;226
боалаш;226
гӏийла;226
кхийтар;226
халача;226
хьаькъе;226
бувц;226
хӏа-а;226
гоама;225
лелача;225
юкъерча;225
велча;225
Аьсет;225
болхлой;225
декхарийла;225
фаьлг;225
юххьанца;225
мухьмада;225
барзкъа;224
ира;224
боахаш;224
сийле;224
дарра;224
ага;224
стихай;224
ӏочу;223
шийлача;223
таьзет;223
далар;222
кора;222
Яндиев;222
гӏулакхах;221
укхазара;221
кхалсаго;220
ӏадика;220
малха;220
ювц;220
еннай;219
къайле;219
яьча;219
граждански;219
боал;219
яьннай;218
детта;218
йоазонхоша;218
елар;218
ух;218
ӏаьла;218
кӏоаргга;218
хулла;218
хургболаш;217
ера;217
ягӏаш;217
гӏапа;217
кӏайча;216
шахьар;216
ӏовдала;216
шод;216
яа;216
даьлагара;216
багӏаш;216
Гӏожакх;216
берригача;215
лоархӏ;215
хӏаманца;215
кхоалагӏа;215
къайлагӏа;215
кертах;215
доттагӏий;215
боагӏаш;215
леха;215
дагадехар;215
укхан;215
хийцца;215
цудухь;215
ховра;214
цӏера;214
ӏотӏа;214
йоалаш;214
вахав;214
хьайга;214
Плиев;214
йилла;214
ягӏар;214
дувцачох;214
дезалхо;213
пурам;213
аьрда;213
хатта;213
мукъагӏа;213
кхетаде;213
беса;213
хьокхаш;212
воаца;212
нийсача;212
довза;212
елла;212
латаш;212
истори;212
кхетадеш;212
алал;212
фаьлгаш;212
наьсарен;212
догдоахаш;211
къаьста;211
баьннаб;211
халонаш;211
нохчий;211
Осмиев;211
хилба;211
турпалхочун;211
кавказе;211
сесаго;210
лохаш;210
лой;210
паргӏата;210
сибат;210
йолаелар;210
даьккхар;210
шерага;210
дӏаяхача;210
эша;210
совгӏаташ;210
алхха;210
бӏарахьежар;210
ваьннав;209
духхьала;209
лургда;209
товр;209
сакъердам;209
тхов;209
кхоане;209
сиргӏилга;209
дагара;208
хиларга;208
ма-д;208
болабелар;208
накха;208
зизаш;208
хьажол;207
белгалонаш;207
нус;207
Юнус-Бека;207
дезача;206
ноаной;206
хьаэца;206
воаллаш;206
хьу;206
дарий;206
дауда;206
нанеи;206
долчча;206
Руслан;206
яьннача;205
мегаш;205
керте;205
воаллар;205
декхараш;205
белгга;205
къахьегама;205
лоалахо;205
Цаген;205
велавелар;205
кхоабаш;204
лохе;204
гаьнна;204
автор;204
вир;204
бетташ;203
морхаш;203
сатувсаш;203
бага;203
белгалде;203
вайнаьха;203
торо;203
маӏа;202
юрташ;202
сагӏа;202
хезар;202
чоалхане;202
къорӏа;202
дешах;201
кӏалха;201
сискал;201
баьхкача;200
ешаш;200
дин;200
дӏадаха;200
диса;200
ийс;200
тховсара;200
багӏача;200
турпалхочо;200
лиза;200
урс;199
ӏоха;199
статья;199
яздеш;199
турпала;199
классе;199
хьеж;199
багахбувцама;199
паргӏато;198
коч;198
барзкъаш;198
барта;198
Муталиев;198
циск;198
жи;198
алар;197
езача;197
дӏачу;197
хилва;197
оттаяь;197
мичча;197
ӏибадат;196
миштад;196
яхьаш;196
вовзаш;196
седкъа;196
хьесташ;196
лаьттар;196
Гӏожакха;196
доакъош;195
йича;195
хиннабац;195
чӏир;195
сагот;195
мичав;194
баьккхар;194
дахча;194
ша;194
дездеш;194
кадай;194
гӏатта;194
дина;193
даьга;193
енай;193
ваьча;193
дӏавахар;193
делла;193
къаьгга;193
хьусена;193
гойта;193
ламаза;192
аха;192
зувш;192
хьадж;192
гӏирс;192
хьуна;192
дукхагӏча;192
къематдийнахьа;192
говзаме;192
аьъ;192
цӏенна;191
хулий;191
ӏурра;191
гӏанда;191
яхийла;191
багахбувцам;191
вийнав;190
къе;190
меттал;190
йоаллар;190
делаш;190
моттигашка;190
паччахь;189
шеко;189
хургвац;189
машина;189
мехкахой;189
хургйолаш;188
йизза;188
ӏоажал;188
дакъалоацаш;188
телефон;188
кавказа;188
лайна;187
къонахчун;187
дахчан;187
ийккхар;187
тика;187
вита;186
воацар;186
ӏаьржача;186
тов;186
сайга;186
дӏайха;186
лораш;186
Наьсара;186
нане;186
форда;185
тилла;185
ялале;185
кхолламе;185
Махьмад;185
отта;185
гота;185
философски;185
фо;184
сагото;184
кхаба;184
дода;184
долх;184
вӏашка;184
баматгире;184
ваьккха;183
синош;183
наьнага;183
даи;183
цӏерагӏа;182
боккъонца;182
бӏаргашта;182
аргӏа;182
хьийга;182
магӏа;182
оалой;182
яьккхай;181
кхайка;181
дара;181
сабаре;181
дӏадахача;181
хоз;181
хьадеш;181
Грозный;181
ханаш;181
сецца;181
эшац;181
долче;181
хилалахь;180
вокха;180
цунгахьа;180
араваьлар;180
лаьцар;180
салтий;180
ше-шийца;179
сийдола;179
мискача;179
хьекхар;179
хьогара;179
шаьрача;179
къоано;179
Борис;179
сакъердаме;179
дерригаш;178
вийна;178
укхох;178
хезача;178
биъ;178
минот;178
оакхарий;178
дото;178
лакхагӏа;178
гӏанахьа;178
лув;178
делахь;177
кӏезигагӏа;177
гӏадваха;177
лазаш;177
шелал;177
къаьнача;177
ткъамаш;177
Бориса;177
гучадоал;177
элча;177
бархӏ;176
веш;176
вахарца;176
хьаста;176
сигалара;176
безамца;176
дӏаяха;176
елхаш;176
ков;176
даьсса;176
зем;176
кхыдар;176
кагирхой;176
строфа;176
яьккхача;175
суннат;175
хьувзаш;175
тхоашта;175
ахкан;175
дуллаш;175
сатийна;175
Гӏайгӏат;175
Макка;174
хьаькъале;174
тхоца;174
дошув;174
хиле;174
турпал;174
художественни;174
Иван;174
сурхо;174
шахьара;173
лаьрхӏад;173
марх;173
баьде;173
лорадеш;173
йиӏига;173
менна;173
ӏай;173
моастагӏчоа;173
боад;173
баьхаб;172
цхьайолча;172
куц;172
нувхаш;172
лелаеш;172
яй;172
дегашка;172
халагӏа;172
киса;172
корах;172
молла;172
йийца;172
кхоач;172
кицаш;172
саги;171
дегӏах;171
согара;171
халахетар;171
меца;171
модз;171
удаш;170
бийсанна;170
наӏараш;170
довна;170
леладаь;170
Аьсета;170
дергдар;170
йоалае;170
произведени;170
бехктокхаме;170
велар;170
сарахьа;170
еций;170
лоӏам;170
Мухтара;170
бахьаш;169
яхалга;169
дийцача;169
шоашца;169
камаьрша;169
шедар;169
бой;169
оазаца;169
молаш;169
аре;169
машенаш;169
гӏадж;169
мехкдас;169
цӏенах;168
шовзткъа;168
иразе;168
волалу;168
яхай;168
елха;168
йора;168
эпсар;168
цӏог;168
Мадина;168
устагӏа;167
ӏаса;167
цӏихезача;167
кхайкаш;167
теша;167
машена;167
гӏоргва;166
хьаст;166
цатоам;166
аматаш;166
зехьа;165
делхаш;165
хиннараш;165
воӏага;165
язъяьча;165
бухь;165
белггала;165
бахархой;165
кизга;165
Муи;165
хьайбаш;164
вахийта;164
хӏаравар;164
наӏарах;164
эц;164
къаманна;164
мегар;164
багӏар;164
союза;164
мегаьд;164
багара;164
Фани;164
дайнад;163
царгара;163
тайпарча;163
белгал;163
кхетадир;163
дезе;163
долхаш;163
Дауд;163
хӏанз-м;163
ялалехьа;162
дешархой;162
лийнна;162
сеца;162
сийлен;162
моттар;162
гуржий;162
адамаш;162
магац;162
Мурад;162
доладелар;162
ванагӏа;162
дарца;161
буц;161
дараш;161
йийха;161
кхоалагӏча;161
лоалахой;161
йоккхий;161
дӏа-юха;161
ӏимерза;161
мосаш;161
вахалва;161
ела;161
кхерий;160
хувца;160
кхыйола;160
аьлий;160
вера;160
каьхаташ;160
тӏехдика;160
елаш;160
белаш;160
кхай;160
воагӏар;160
Башира;160
кӏаьд;159
кхайкар;159
хийтта;159
гӏоргда;159
лата;159
йоазон;159
лораеш;159
ура;159
Боков;159
доаллар;159
берашка;159
дахка;158
беце;158
кхоачашдеш;158
Мусас;158
лаьтташ;158
къахьийгад;158
института;158
йиса;158
лостам;158
Ведзижев;158
гучадоаккх;158
диза;157
аргдар;157
гаргалол;157
викалаш;157
мукъам;157
Мувса;157
говш;157
Осман;157
ӏамал;156
хьаж;156
ганз;156
моцал;156
хийца;156
шерра;156
йоалаяь;156
аькха;156
турс;156
бича;156
йоаккх;156
лелаю;156
берашца;156
фос;156
эхь-эздел;156
вӏашагӏкхетараш;156
даьхенна;156
ткъо;155
кӏийле;155
белла;155
массагӏа;155
сатоха;155
йоалла;155
дехке;155
